"date","deu","aut"
"1998-01-01",1.5998666777769,2.9276447029414
"1998-04-01",-0.0333305557870034,0.647459885009603
"1998-07-01",0.0333305557870034,0.872663324722893
"1998-10-01",-0.966586117823596,0.0563008582618068
"1999-01-01",0.299975002083201,-0.394106017831803
"1999-04-01",0.699941671527398,2.364636100325
"1999-07-01",1.1332388967586,0.647459891675695
"1999-10-01",0.799933338888394,2.9557951337388
"2000-01-01",0.733272227314401,-1.18231805682859
"2000-04-01",2.36646946087831,2.19573352553959
"2000-07-01",1.2998916756937,1.18231805016249
"2000-10-01",0.666611115740295,2.08313180568281
"2001-01-01",0.499958336805307,-0.337805152903911
"2001-04-01",-1.2998916756937,-1.29491977001909
"2001-07-01",-0.833263894675397,0.844512890592398
"2001-10-01",-1.8998416798601,-0.365955587034406
